problem_id,task_type,section_no,problem_no,sub_no,missing_or_issue,recommended_pdf,pdf_page,crop_output_path,teacher_note
afca8d97-9a98-4607-adb0-183f36f5cd0a,缺源图,3.5,5,,corrupt_ocr_or_ascii_salad,李继成高数-教材-上册(1).pdf,,book/3.5/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
afca8d97-9a98-4607-adb0-183f36f5cd0a,疑似乱码,3.5,5,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/3.5/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
038d8db1-15f9-492a-8f15-e48ebe223fd8,缺源图,3.5,6,,std_answer,李继成高数-答案-上册(1).pdf,,book/3.5/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
554f403b-66f4-4a28-8c82-6970f78c14b6,缺源图,3.5,7,,std_answer,李继成高数-答案-上册(1).pdf,,book/3.5/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
66ff715a-a49e-4514-9192-ae16b7336874,缺源图,3.5,8,,std_answer,李继成高数-答案-上册(1).pdf,,book/3.5/manual_8_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
2d5501bd-872a-4ce7-9ccd-efc31faf9e56,疑似乱码,3.6,2,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/3.6/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
d12a6da4-af9e-42dd-a046-71594660b89b,缺源图,3.6,6,,std_answer,李继成高数-答案-上册(1).pdf,,book/3.6/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
8a4fa2fe-5417-49b1-9a91-b5254637a4ef,缺源图,3.6,7,,corrupt_ocr_or_ascii_salad,李继成高数-教材-上册(1).pdf,,book/3.6/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
8a4fa2fe-5417-49b1-9a91-b5254637a4ef,疑似乱码,3.6,7,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/3.6/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
91dc7a7f-638f-41ba-8e0f-01d03775a586,疑似乱码,3.7,1,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/3.7/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
1cf7ede9-dccc-46f1-b271-a1496075f821,缺源图,3.7,3,,std_answer,李继成高数-答案-上册(1).pdf,,book/3.7/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
2cc0a476-16c4-46c1-9e35-35cb034d26f4,缺源图,3.7,4,,std_answer,李继成高数-答案-上册(1).pdf,,book/3.7/manual_4_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
72e229a6-8bcf-4017-8110-324f6a969be8,缺源图,3.7,5,,std_answer,李继成高数-答案-上册(1).pdf,,book/3.7/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
92b6de71-945a-4d07-b861-9cdbe6da1d21,缺源图,3.7,8,,std_answer,李继成高数-答案-上册(1).pdf,,book/3.7/manual_8_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
21826906-fef2-43b5-8755-8e44135e3d1f,缺源图,3.8,4,,std_answer,李继成高数-答案-上册(1).pdf,,book/3.8/manual_4_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
63c1d43c-8f2a-4034-a14b-a402a5d3f536,疑似乱码,3.8,5,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/3.8/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
d61a2896-ca87-403a-a683-9da78de8fede,疑似乱码,3.8,7,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/3.8/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
0f65e69e-e804-4954-b8b2-665500df066c,缺源图,3.8,8,,std_answer,李继成高数-答案-上册(1).pdf,,book/3.8/manual_8_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
4fe2b0d0-6bea-45d7-bc59-f12d0449bf7f,疑似乱码,3.9,2,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/3.9/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
746e32bc-12ed-455f-8e59-5a4b34569b04,缺源图,3.9,3,,std_answer,李继成高数-答案-上册(1).pdf,,book/3.9/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
6010e692-4408-4e0d-a6e4-c0cb742312ee,疑似乱码,3.9,6,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/3.9/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
45dad767-2ca1-4db4-aee7-0c8d02f647cd,疑似乱码,4.1,2,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/4.1/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
8c835661-a8a3-461f-930a-82474bd00dad,疑似乱码,4.2,3,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/4.2/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
7abd2ae4-5367-4eb3-8543-7e5bdfd84420,疑似乱码,4.7,2,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/4.7/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
9d69a41f-7daa-4a0f-993a-fac93169351e,疑似乱码,4.7,4,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/4.7/manual_4_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
b6c996f8-4e58-402b-9274-4c24e85c5f78,疑似乱码,4.7,6,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/4.7/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
90ec6274-3105-42fb-bbf5-f655a1ba5406,疑似乱码,4.7,7,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/4.7/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
640ba69c-29bd-415d-ad07-39159f195f0f,疑似乱码,5.1,18,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/5.1/manual_18_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
1e202eed-d5c1-4ee8-a957-ecf47392257a,疑似乱码,5.5,3,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/5.5/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
f5fcb406-b7a7-40ad-a101-430d4e22d5e8,缺源图,6.1,2,,std_answer,李继成高数-答案-上册(1).pdf,,book/6.1/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
49133ced-054a-4641-b967-8bec8fcd8ec6,疑似乱码,6.1,4,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.1/manual_4_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
ec7b4e00-7a68-4292-8a90-4180eb51ac1c,疑似乱码,6.1,5,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.1/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
588a5330-0b13-42f4-87ca-cc484f0b3829,疑似乱码,6.2,2,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.2/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
c9d846e4-61b3-43c5-843e-140f47b595b1,缺源图,6.2,3,,std_answer,李继成高数-答案-上册(1).pdf,,book/6.2/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
3928d382-3e97-428d-830a-6a75e4b38365,缺源图,6.2,5,,std_answer,李继成高数-答案-上册(1).pdf,,book/6.2/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
1ca71ff2-69a3-45df-bcaf-470c1919c43a,疑似乱码,6.2,7,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.2/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
38b6c6c7-e355-4859-afd9-27a69fd7cc31,疑似乱码,6.2,8,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.2/manual_8_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
a8e48d2d-80ca-4e59-8d8e-ea4bc9bbaaba,缺源图,6.3,2,,std_answer,李继成高数-答案-上册(1).pdf,,book/6.3/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
01452aec-1938-4c0f-ba37-b5930884b89e,缺源图,6.3,3,,std_answer,李继成高数-答案-上册(1).pdf,,book/6.3/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
41ff2531-867e-4b6f-b1d2-2a15b803841f,疑似乱码,6.3,5,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.3/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
08e54fde-85d7-4cb8-8a4e-e4f888cce583,疑似乱码,6.3,6,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.3/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
1afa94e1-ba6b-427e-8fde-e814b7ce8210,疑似乱码,6.3,7,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.3/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
65ee874a-7e17-4f3a-bbea-c0b3e3db4463,疑似乱码,6.4,1,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.4/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
25352824-6d33-4532-9093-8f5b52a095bb,疑似乱码,6.4,5,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.4/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
d6d78475-4abc-486d-bc9f-2e0454df1bd3,疑似乱码,6.4,7,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.4/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
8a71c588-796d-4f69-986e-e11cb2a22642,疑似乱码,6.5,1,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.5/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
60495d78-4d4f-4c34-bb79-dfded336471d,疑似乱码,6.5,2,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.5/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
54f73e77-6388-43ad-a878-5128928151e6,疑似乱码,6.5,3,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.5/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
cb202ee6-b68a-466d-8d7a-2c50ca6d1c23,疑似乱码,6.5,6,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.5/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
0d03ed60-a591-4e47-b7b5-c032fd3310c0,疑似乱码,6.7,12,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.7/manual_12_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
a07fc291-7e7e-4ee5-b565-f8683411f432,疑似乱码,6.7,7,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.7/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
ee446a6c-292c-4660-8b80-aa31dd951929,缺源图,6.8,3,,std_answer,李继成高数-答案-上册(1).pdf,,book/6.8/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
3955c09d-65a1-40b8-a7d2-6997edf38263,缺源图,6.8,4,,std_answer,李继成高数-答案-上册(1).pdf,,book/6.8/manual_4_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
0b58423e-ef63-4860-9fb6-1b65c2558321,缺源图,6.8,5,,corrupt_ocr_or_ascii_salad,李继成高数-教材-上册(1).pdf,,book/6.8/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
0b58423e-ef63-4860-9fb6-1b65c2558321,疑似乱码,6.8,5,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/6.8/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
a75700ac-6a29-43c0-8042-0ed438d9870b,缺源图,6.8,6,,std_answer,李继成高数-答案-上册(1).pdf,,book/6.8/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
34e77da6-e7b6-4d29-bbeb-4f45858418dc,缺源图,6.8,7,,std_answer,李继成高数-答案-上册(1).pdf,,book/6.8/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
eb032fac-c301-4ff2-b4f6-38b6baf2fde4,缺源图,7.1,6,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.1/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
230a58be-4539-421c-a04b-b92f4084cffb,疑似乱码,7.1,8,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/7.1/manual_8_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
25b19e0b-f2da-41ed-b9cd-89da0acfacd8,缺源图,7.2,2,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.2/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
a7ddeeaf-538c-4df7-ac61-aef45a81fe24,缺源图,7.2,3,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.2/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
fc0ccea5-33c8-4318-8016-1401f06f7ff6,缺源图,7.2,4,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.2/manual_4_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
7bdbec89-af1b-41cc-bb9c-0de2264d5803,缺源图,7.2,5,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.2/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
6b166739-33f0-40a8-b4fa-13b5191c2632,缺源图,7.2,6,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.2/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
88345518-46c0-4588-8a4c-1f0cdc735677,缺源图,7.3,1,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.3/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
7b270493-c0a5-4f80-b962-a5cb4561afeb,缺源图,7.3,10,,corrupt_ocr_or_ascii_salad,李继成高数-教材-上册(1).pdf,,book/7.3/manual_10_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
7b270493-c0a5-4f80-b962-a5cb4561afeb,疑似乱码,7.3,10,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/7.3/manual_10_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
4bf49f6f-1865-4a54-90a8-c5f916ffd118,缺源图,7.3,12,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.3/manual_12_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
47af3c3f-e4ae-4b58-b8de-640a943e3518,疑似乱码,7.3,6,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/7.3/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
d9ca51f6-57d2-4d8c-ae2f-740f739c3907,缺源图,7.3,7,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.3/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
5e911544-7ea6-424e-9a48-94bb8d6370f3,缺源图,7.4,1,,corrupt_ocr_or_ascii_salad,李继成高数-教材-上册(1).pdf,,book/7.4/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
5e911544-7ea6-424e-9a48-94bb8d6370f3,疑似乱码,7.4,1,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/7.4/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
47ea6603-e173-4d94-b889-60e5de4b4141,缺源图,7.4,5,,corrupt_ocr_or_ascii_salad,李继成高数-教材-上册(1).pdf,,book/7.4/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
47ea6603-e173-4d94-b889-60e5de4b4141,疑似乱码,7.4,5,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/7.4/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
7193f306-7a75-4e7d-949d-1b0709ff643f,缺源图,7.5,1,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.5/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
ec3175a9-594b-44fe-a41e-5005090c9354,缺源图,7.5,3,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.5/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
a779579d-70d4-43d3-bc48-ffefdafb9f82,疑似乱码,7.5,4,,corrupt_ocr_or_ascii_salad,李继成高数-答案-上册(1).pdf,,book/7.5/manual_4_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
b88efc4d-4f0d-425c-a731-dbeddd84c96b,缺源图,7.6,4,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.6/manual_4_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
3bbfaed4-b105-45e3-b2dd-105b597349d5,缺源图,7.6,5,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.6/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
192a369e-4775-479e-b5bc-cd7125e8e8c5,缺源图,7.6,6,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.6/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
a3cee0c1-daed-41e2-9085-79b80426946d,缺源图,7.6,7,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.6/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
3df55b4e-d42b-4eca-8ba5-354934da0dc8,缺源图,7.6,8,,std_answer,李继成高数-答案-上册(1).pdf,,book/7.6/manual_8_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
6af0b0a3-2c63-473c-ace6-d2e4a9b4ab10,疑似乱码,8.1,3,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/8.1/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
67bba992-dc7b-4938-a56c-a14c453c6c6f,缺源图,8.1,4,,std_answer,李继成高数-答案-下册(1).pdf,,book/8.1/manual_4_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
501dce5d-e4d1-41ba-8ea6-ab2b9671f226,缺源图,8.1,5,,std_answer,李继成高数-答案-下册(1).pdf,,book/8.1/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
c619d8b9-6d44-4f36-87cb-1837c8aa01c7,疑似乱码,8.1,6,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/8.1/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
